FID	source	sourceID	scientific	year	latitude	longitude
365	GBIF	1987672941	Sargassum muticum (Yendo) Fensholt	1962	49.52	-124.4
366	GBIF	1987652825	Sargassum muticum (Yendo) Fensholt	1962	49.52	-124.4
367	GBIF	1987696503	Sargassum muticum (Yendo) Fensholt	1986	49.51	-124.6
368	GBIF	1987691366	Sargassum muticum (Yendo) Fensholt	1986	49.51	-124.6
369	GBIF	1987696819	Sargassum muticum (Yendo) Fensholt	1996	49.5	-123.2
370	GBIF	1987695068	Sargassum muticum (Yendo) Fensholt	1986	49.5	-124.8
371	GBIF	1987669003	Sargassum muticum (Yendo) Fensholt	1976	49.45	-124.29
372	GBIF	1987717984	Sargassum muticum (Yendo) Fensholt	1959	49.4	-126.3
373	GBIF	1987643861	Sargassum muticum (Yendo) Fensholt	1985	49.4	-123.3
374	GBIF	1821756263	Sargassum muticum Yendo	1982	49.387082	-1.040974
375	GBIF	464490068	Sargassum muticum (Yendo) Fensholt	1967	49.3456	-124.3561
376	MHP	755953	Sargassum muticum	1970	49.308333	-123.135
377	GBIF	1270729721	Sargassum muticum (Yendo) Fensholt	1970	49.308333	-123.135
378	MHP	454712	Sargassum muticum	1980	49.3	-123.116667
379	GBIF	1987704869	Sargassum muticum (Yendo) Fensholt	1982	49.3	-123.1
380	GBIF	1987696679	Sargassum muticum (Yendo) Fensholt	1953	49.3	-123.2
381	GBIF	1987668392	Sargassum muticum (Yendo) Fensholt	1973	49.3	-123.6
382	GBIF	1987653676	Sargassum muticum (Yendo) Fensholt	1981	49.3	-123.1
383	GBIF	1930733392	Sargassum muticum (Yendo) Fensholt	1980	49.299035	-123.118601
384	GBIF	1987711601	Sargassum muticum (Yendo) Fensholt	1981	49.28	-122.85
385	GBIF	1987686790	Sargassum muticum (Yendo) Fensholt	1981	49.28	-122.85
386	GBIF	1987704459	Sargassum muticum (Yendo) Fensholt	1981	49.25	-123.12
387	GBIF	1987689098	Sargassum muticum (Yendo) Fensholt	1981	49.25	-123.12
388	GBIF	1987684932	Sargassum muticum (Yendo) Fensholt	1982	49.25	-123.12
389	GBIF	1987671119	Sargassum muticum (Yendo) Fensholt	1981	49.25	-123.12
390	GBIF	1987669199	Sargassum muticum (Yendo) Fensholt	1982	49.25	-123.12
391	GBIF	1987665566	Sargassum muticum (Yendo) Fensholt	1982	49.25	-123.12
392	GBIF	1987662945	Sargassum muticum (Yendo) Fensholt	1987	49.25	-123.12
393	GBIF	1987662061	Sargassum muticum (Yendo) Fensholt	1982	49.25	-123.12
394	GBIF	1987660886	Sargassum muticum (Yendo) Fensholt	1981	49.25	-123.12
395	GBIF	1987655584	Sargassum muticum (Yendo) Fensholt	1981	49.25	-123.12
396	GBIF	1821755760	Sargassum muticum Yendo	1970	49.25	-123.11667
397	GBIF	464462232	Sargassum muticum (Yendo) Fensholt	1959	49.2002	-123.9654
398	GBIF	1987696138	Sargassum muticum (Yendo) Fensholt	1979	49.2	-123.7
399	GBIF	1987647336	Sargassum muticum (Yendo) Fensholt	1969	49.2	-124
400	GBIF	1057106401	Sargassum muticum (Yendo) Fensholt	1980	49.18772	-2.168941
401	GBIF	1055881659	Sargassum muticum (Yendo) Fensholt	1980	49.18772	-2.168941
402	GBIF	354545925	Sargassum muticum (Yendo) Fensholt	1992	49.18	-2.25
403	GBIF	1987717153	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
404	GBIF	1987710943	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
405	GBIF	1987710467	Sargassum muticum (Yendo) Fensholt	1966	49.17	-123.8
406	GBIF	1987708885	Sargassum muticum (Yendo) Fensholt	1966	49.17	-123.8
407	GBIF	1987708834	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
408	GBIF	1987705830	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
409	GBIF	1987699848	Sargassum muticum (Yendo) Fensholt	1972	49.17	-123.8
410	GBIF	1987683033	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
411	GBIF	1987681930	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
412	GBIF	1987681135	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
413	GBIF	1987677353	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
414	GBIF	1987673978	Sargassum muticum (Yendo) Fensholt	1966	49.17	-123.8
415	GBIF	1987673576	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
416	GBIF	1987672985	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
417	GBIF	1987670307	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
418	GBIF	1987667191	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
419	GBIF	1987667030	Sargassum muticum (Yendo) Fensholt	1966	49.17	-123.8
420	GBIF	1987664185	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
421	GBIF	1987654160	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
422	GBIF	1987652719	Sargassum muticum (Yendo) Fensholt	1966	49.17	-123.8
423	GBIF	1987652281	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
424	GBIF	1987651662	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
425	GBIF	1987651330	Sargassum muticum (Yendo) Fensholt	1966	49.17	-123.8
426	GBIF	1987650593	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
427	GBIF	1987646932	Sargassum muticum (Yendo) Fensholt	1967	49.17	-123.8
428	GBIF	1987697476	Sargassum muticum (Yendo) Fensholt	2006	49.15	-123.67
429	MHP	64967	Sargassum muticum	1978	49.146586	-123.674039
430	GBIF	1988957387	Sargassum muticum (Yendo) Fensholt	1978	49.146586	-123.674039
431	GBIF	1987682749	Sargassum muticum (Yendo) Fensholt	1972	49.14	-123.66
432	GBIF	1987713628	Sargassum muticum (Yendo) Fensholt	1967	49.1	-123.8
433	GBIF	1987708729	Sargassum muticum (Yendo) Fensholt	1967	49.1	-123.7
434	GBIF	1987707754	Sargassum muticum (Yendo) Fensholt	1978	49.1	-117.7
435	GBIF	1987694540	Sargassum muticum (Yendo) Fensholt	1966	49.1	-123.8
436	GBIF	1987680770	Sargassum muticum (Yendo) Fensholt	1967	49.1	-123.8
437	GBIF	1987678088	Sargassum muticum (Yendo) Fensholt	1967	49.1	-123.8
438	GBIF	1987677328	Sargassum muticum (Yendo) Fensholt	1966	49.1	-123.8
439	GBIF	1987677062	Sargassum muticum (Yendo) Fensholt	1967	49.1	-123.8
440	GBIF	1987676449	Sargassum muticum (Yendo) Fensholt	1967	49.1	-123.7
441	GBIF	1987675804	Sargassum muticum (Yendo) Fensholt	1967	49.1	-123.8
442	GBIF	1987663346	Sargassum muticum (Yendo) Fensholt	1978	49.1	-117.7
443	GBIF	1987644737	Sargassum muticum (Yendo) Fensholt	1966	49.1	-123.8
444	GBIF	1987693423	Sargassum muticum (Yendo) Fensholt	1978	49.08	-117.72
445	GBIF	1987678249	Sargassum muticum (Yendo) Fensholt	1972	49.08	-123.65
446	GBIF	1987674169	Sargassum muticum (Yendo) Fensholt	1972	49.08	-123.65
447	GBIF	1987648111	Sargassum muticum (Yendo) Fensholt	1982	49.07	-122.89
448	MHP	617603	Sargassum muticum	1968	49.061111	-125.787222
449	GBIF	1987658997	Sargassum muticum (Yendo) Fensholt	1981	49.02	-123.08
450	GBIF	1987648450	Sargassum muticum (Yendo) Fensholt	1982	49.02	-123.08
451	GBIF	1987643362	Sargassum muticum (Yendo) Fensholt	1981	49.02	-123.08
452	GBIF	1987709183	Sargassum muticum (Yendo) Fensholt	1944	49	-122.8
453	GBIF	1987703884	Sargassum muticum (Yendo) Fensholt	1982	49	-129.2
454	GBIF	1987697377	Sargassum muticum (Yendo) Fensholt	1944	49	-122.8
455	GBIF	1987691054	Sargassum muticum (Yendo) Fensholt	1944	49	-122.8
456	GBIF	1987681027	Sargassum muticum (Yendo) Fensholt	1944	49	-122.8
457	GBIF	1987649733	Sargassum muticum (Yendo) Fensholt	1944	49	-122.8
458	GBIF	1987648770	Sargassum muticum (Yendo) Fensholt	1944	49	-122.8
459	MHP	64956	Sargassum muticum	0	48.942918	-125.541043
460	GBIF	1988991537	Sargassum muticum (Yendo) Fensholt	1959	48.942918	-125.541043
461	GBIF	1987709500	Sargassum muticum (Yendo) Fensholt	1977	48.94	-123.47
462	MHP	338234	Sargassum muticum	1967	48.933953	-125.543704
463	GBIF	2005057225	Sargassum muticum (Yendo) Fensholt	1967	48.933953	-125.543704
464	GBIF	1987682443	Sargassum muticum (Yendo) Fensholt	1969	48.92	-125.23
465	GBIF	1987656837	Sargassum muticum (Yendo) Fensholt	1969	48.91	-125.08
466	GBIF	1987712976	Sargassum muticum (Yendo) Fensholt	1985	48.9	-125.2
467	GBIF	1987700911	Sargassum muticum (Yendo) Fensholt	1969	48.9	-125.6
468	GBIF	1987697758	Sargassum muticum (Yendo) Fensholt	1969	48.9	-125.12
469	GBIF	1987692402	Sargassum muticum (Yendo) Fensholt	1949	48.9	-123.6
470	GBIF	1987689953	Sargassum muticum (Yendo) Fensholt	1969	48.9	-125.6
471	GBIF	1987685985	Sargassum muticum (Yendo) Fensholt	1949	48.9	-123.6
472	GBIF	1987685315	Sargassum muticum (Yendo) Fensholt	1944	48.9	-123.5
473	GBIF	1987680759	Sargassum muticum (Yendo) Fensholt	1969	48.9	-125.6
474	GBIF	1987667804	Sargassum muticum (Yendo) Fensholt	1985	48.9	-125.2
475	GBIF	1987667695	Sargassum muticum (Yendo) Fensholt	1969	48.9	-125.6
476	GBIF	1987665272	Sargassum muticum (Yendo) Fensholt	1969	48.9	-125.6
477	GBIF	1987660616	Sargassum muticum (Yendo) Fensholt	1969	48.9	-125.13
478	GBIF	1987655613	Sargassum muticum (Yendo) Fensholt	1959	48.9	-125.4
479	GBIF	1987647794	Sargassum muticum (Yendo) Fensholt	1969	48.9	-125.6
480	GBIF	1987714232	Sargassum muticum (Yendo) Fensholt	1960	48.89	-122.79
481	GBIF	1987686520	Sargassum muticum (Yendo) Fensholt	1969	48.89	-125.37
482	GBIF	1987694874	Sargassum muticum (Yendo) Fensholt	1969	48.88	-125.14
483	GBIF	1987667226	Sargassum muticum (Yendo) Fensholt	1969	48.88	-125.09
484	GBIF	1987658458	Sargassum muticum (Yendo) Fensholt	1969	48.88	-125.09
485	GBIF	1987644211	Sargassum muticum (Yendo) Fensholt	1969	48.88	-125.12
486	GBIF	1987692038	Sargassum muticum (Yendo) Fensholt	1969	48.87	-125.17
487	GBIF	1987689166	Sargassum muticum (Yendo) Fensholt	1969	48.87	-125.24
488	GBIF	1987658493	Sargassum muticum (Yendo) Fensholt	1969	48.87	-125.16
489	GBIF	1987685258	Sargassum muticum (Yendo) Fensholt	1969	48.86	-125.11
490	GBIF	1987684578	Sargassum muticum (Yendo) Fensholt	1969	48.86	-125.11
491	GBIF	1987664718	Sargassum muticum (Yendo) Fensholt	1969	48.86	-125.16
492	GBIF	1987643269	Sargassum muticum (Yendo) Fensholt	1969	48.86	-125.12
493	GBIF	2309262840	Sargassum muticum (Yendo) Fensholt	2005	48.85	-125.12
494	GBIF	1987674634	Sargassum muticum (Yendo) Fensholt	1969	48.85	-125.11
495	GBIF	1987716969	Sargassum muticum (Yendo) Fensholt	1969	48.84	-125.13
496	GBIF	1987715014	Sargassum muticum (Yendo) Fensholt	1969	48.84	-125.14
497	GBIF	1987711977	Sargassum muticum (Yendo) Fensholt	1969	48.84	-125.12
498	GBIF	1987683897	Sargassum muticum (Yendo) Fensholt	1969	48.84	-125.13
499	GBIF	1987673740	Sargassum muticum (Yendo) Fensholt	1969	48.84	-125.18
500	GBIF	1987672792	Sargassum muticum (Yendo) Fensholt	1969	48.84	-125.13
501	GBIF	1987669706	Sargassum muticum (Yendo) Fensholt	1969	48.84	-125.13
502	MHP	601600	Sargassum muticum	1983	48.833333	-125.15
503	GBIF	1987708131	Sargassum muticum (Yendo) Fensholt	1969	48.83	-125.2
504	GBIF	1987693803	Sargassum muticum (Yendo) Fensholt	1969	48.83	-125.15
505	GBIF	1987671258	Sargassum muticum (Yendo) Fensholt	1969	48.83	-125.12
506	GBIF	1987703282	Sargassum muticum (Yendo) Fensholt	1969	48.82	-125.16
507	GBIF	1987673502	Sargassum muticum (Yendo) Fensholt	1969	48.82	-125.14
508	MHP	454717	Sargassum muticum	1985	48.813872	-125.183717
509	GBIF	1987710830	Sargassum muticum (Yendo) Fensholt	1980	48.8	-125.2
510	GBIF	1987709324	Sargassum muticum (Yendo) Fensholt	1959	48.8	-125.2
511	GBIF	1987708805	Sargassum muticum (Yendo) Fensholt	1979	48.8	-125.2
512	GBIF	1987691856	Sargassum muticum (Yendo) Fensholt	1972	48.8	-125.1
513	GBIF	1987689380	Sargassum muticum (Yendo) Fensholt	1959	48.8	-125.2
514	GBIF	1987649919	Sargassum muticum (Yendo) Fensholt	1959	48.8	-125.2
515	GBIF	1987646373	Sargassum muticum (Yendo) Fensholt	1982	48.8	-125.2
516	GBIF	2308945568	Sargassum muticum (Yendo) Fensholt	2006	48.79	-125.12
517	MHP	755957	Sargassum muticum	1967	48.75	-122.5
518	GBIF	1270726217	Sargassum muticum (Yendo) Fensholt	1800	48.75	-122.5
519	MHP	734985	Sargassum muticum	1968	48.744877	-122.82361
520	MHP	64975	Sargassum muticum	2007	48.731288	-3.986234
521	GBIF	1988614146	Sargassum muticum (Yendo) Fensholt	2007	48.731288	-3.986234
522	MHP	64966	Sargassum muticum	1990	48.728981	-3.988487
523	GBIF	1989379693	Sargassum muticum (Yendo) Fensholt	1990	48.728981	-3.988487
524	MHP	440080	Sargassum muticum	1978	48.700447	-122.778439
525	GBIF	1987687340	Sargassum muticum (Yendo) Fensholt	1959	48.7	-123.4
526	MHP	418486	Sargassum muticum	1982	48.695872	-122.904801
527	MHP	338235	Sargassum muticum	2002	48.690087	-122.903428
528	GBIF	2005057235	Sargassum muticum (Yendo) Fensholt	2002	48.690087	-122.903428
529	MHP	64969	Sargassum muticum	0	48.689433	-4.075584
530	GBIF	1989141538	Sargassum muticum (Yendo) Fensholt	0	48.689433	-4.075584
531	MHP	469539	Sargassum muticum	1964	48.686034	-122.678051
532	GBIF	2005061604	Sargassum muticum (Yendo) Fensholt	1964	48.686034	-122.678051
533	MHP	64959	Sargassum muticum	1968	48.676435	-122.897801
534	GBIF	1988804205	Sargassum muticum (Yendo) Fensholt	1968	48.676435	-122.897801
535	MHP	415877	Sargassum muticum	0	48.668898	-122.882828
536	GBIF	464539741	Sargassum muticum (Yendo) Fensholt	1982	48.6678	-3.914
537	MHP	755956	Sargassum muticum	1969	48.658328	-122.473397
538	GBIF	1270728359	Sargassum muticum (Yendo) Fensholt	1969	48.658328	-122.473397
539	MHP	755955	Sargassum muticum	1967	48.657634	-122.474041
540	GBIF	1270728149	Sargassum muticum (Yendo) Fensholt	1967	48.657634	-122.474041
541	MHP	715604	Sargassum muticum	1971	48.654029	-122.495666
542	GBIF	1987654545	Sargassum muticum (Yendo) Fensholt	2012	48.648	-123.393
543	MHP	734963	Sargassum muticum	1968	48.627695	-122.957835
544	MHP	734986	Sargassum muticum	1968	48.627695	-122.957835
545	MHP	732872	Sargassum muticum	1968	48.624904	-122.975764
546	MHP	734972	Sargassum muticum	1968	48.624904	-122.975764
547	MHP	834260	Sargassum muticum	2014	48.612733	-123.097183
548	MHP	834261	Sargassum muticum	2014	48.612733	-123.097183
549	GBIF	1987714608	Sargassum muticum (Yendo) Fensholt	1949	48.6	-123.1
550	GBIF	1987672270	Sargassum muticum (Yendo) Fensholt	1949	48.6	-123.1
551	GBIF	1987661827	Sargassum muticum (Yendo) Fensholt	1972	48.6	-123.5
552	MHP	617825	Sargassum muticum	1979	48.581742	-122.973602
553	MHP	617826	Sargassum muticum	1979	48.581742	-122.973602
554	MHP	415873	Sargassum muticum	1961	48.572786	-123.16421
555	MHP	720454	Sargassum muticum	1984	48.56149	-122.98278
556	MHP	441149	Sargassum muticum	1977	48.561301	-122.987587
557	MHP	288477	Sargassum muticum	0	48.558157	-122.926013
558	MHP	617505	Sargassum muticum	1976	48.55	-124.416667
559	MHP	415871	Sargassum muticum	1961	48.547478	-123.006824
560	MHP	415867	Sargassum muticum	1962	48.546721	-123.010216
561	MHP	415868	Sargassum muticum	1962	48.546721	-123.010216
562	MHP	415869	Sargassum muticum	1962	48.546721	-123.010216
563	MHP	415876	Sargassum muticum	1961	48.546721	-123.010216
564	MHP	415878	Sargassum muticum	1964	48.54637	-123.012661
565	MHP	415864	Sargassum muticum	1963	48.546352	-123.012919
566	MHP	1005705	Sargassum muticum	1965	48.546251	-123.011264
567	MHP	64957	Sargassum muticum	1978	48.545529	-123.012626
568	GBIF	1989072836	Sargassum muticum (Yendo) Fensholt	1978	48.545529	-123.012626
569	GBIF	2382909610	Sargassum muticum (Yendo) Fensholt	2019	48.545404	-123.01562
570	OBIS	0	Sargassum muticum	2019	48.545404	-123.01562
571	MHP	601601	Sargassum muticum	1993	48.54516	-123.012916
572	MHP	601598	Sargassum muticum	0	48.545159	-123.012253
573	MHP	441220	Sargassum muticum	1970	48.541955	-123.003445
574	MHP	415875	Sargassum muticum	1961	48.538995	-123.002731
575	MHP	286489	Sargassum muticum	1964	48.538737	-123.000817
576	MHP	415872	Sargassum muticum	1961	48.538086	-123.003246
577	MHP	601602	Sargassum muticum	1967	48.537802	-123.003246
578	MHP	338237	Sargassum muticum	1967	48.537233	-123.003675
579	GBIF	2005057226	Sargassum muticum (Yendo) Fensholt	1967	48.537233	-123.003675
580	MHP	771359	Sargassum muticum	1961	48.536892	-123.00522
581	MHP	418625	Sargassum muticum	1962	48.536578	-122.999187
582	MHP	415863	Sargassum muticum	1989	48.535971	-123.007168
583	MHP	1059535	Sargassum muticum	1959	48.535665	-123.002905
584	MHP	64963	Sargassum muticum	1970	48.535195	-124.457159
585	GBIF	1989451108	Sargassum muticum (Yendo) Fensholt	1970	48.535195	-124.457159
586	MHP	601599	Sargassum muticum	1983	48.530475	-123.076403
587	GBIF	1987717524	Sargassum muticum (Yendo) Fensholt	1971	48.53	-124.45
588	MHP	338236	Sargassum muticum	1983	48.528201	-123.076403
589	MHP	601597	Sargassum muticum	1978	48.528201	-123.076403
590	GBIF	2005057320	Sargassum muticum (Yendo) Fensholt	1983	48.528201	-123.076403
591	MHP	617609	Sargassum muticum	1964	48.52778	-122.97306
592	MHP	415870	Sargassum muticum	1962	48.5276	-122.974346
593	MHP	144372	Sargassum muticum	1960	48.52028	-123.01333
594	MHP	144373	Sargassum muticum	1960	48.52028	-123.01333
595	MHP	144375	Sargassum muticum	1960	48.52028	-123.01333
596	MHP	454711	Sargassum muticum	1955	48.52013	-123.0125
597	GBIF	1305323228	Sargassum muticum (Yendo) Fensholt	0	48.519717	-123.006783
598	GBIF	1320735349	Sargassum muticum (Yendo) Fensholt	1955	48.5167	-123.017
599	GBIF	1319222862	Sargassum muticum (Yendo) Fensholt	1955	48.5167	-123.017
600	GBIF	464586262	Sargassum muticum (Yendo) Fensholt	1955	48.51667	-123.01667
601	GBIF	462537072	Sargassum muticum (Yendo) Fensholt	1955	48.51667	-123.01667
602	MHP	64960	Sargassum muticum	1955	48.516667	-123.016667
603	MHP	1005704	Sargassum muticum	1955	48.516667	-123.016667
604	MHP	617608	Sargassum muticum	1955	48.516667	-123.016667
605	MHP	415874	Sargassum muticum	1955	48.516667	-123.016667
606	MHP	742844	Sargassum muticum	1955	48.516667	-123.016667
607	MHP	601596	Sargassum muticum	0	48.516667	-123.016667
608	GBIF	2028409262	Sargassum muticum (Yendo) Fensholt	1955	48.516667	-123.016667
609	GBIF	1998805691	Sargassum muticum (Yendo) Fensholt	1955	48.516667	-123.016667
610	GBIF	1988875327	Sargassum muticum (Yendo) Fensholt	1955	48.516667	-123.016667
611	GBIF	1897810304	Sargassum muticum (Yendo) Fensholt	1955	48.516667	-123.016667
612	GBIF	1802468711	Sargassum muticum (Yendo) Fensholt	1955	48.516667	-123.016667
613	MHP	807167	Sargassum muticum	1955	48.5166667	-123.0166667
614	MHP	64962	Sargassum muticum	1969	48.511049	-123.148627
615	GBIF	1988972781	Sargassum muticum (Yendo) Fensholt	1969	48.511049	-123.148627
616	GBIF	1987707580	Sargassum muticum (Yendo) Fensholt	1972	48.5	-123.54
617	GBIF	1987695756	Sargassum muticum (Yendo) Fensholt	1955	48.5	-123
618	GBIF	1987672089	Sargassum muticum (Yendo) Fensholt	1955	48.5	-123
619	GBIF	1987660919	Sargassum muticum (Yendo) Fensholt	1955	48.5	-123
620	GBIF	1987679915	Sargassum muticum (Yendo) Fensholt	1958	48.49	-123.31
621	MHP	338238	Sargassum muticum	1983	48.481484	-123.067005
622	GBIF	2005057234	Sargassum muticum (Yendo) Fensholt	1983	48.481484	-123.067005
623	MHP	617606	Sargassum muticum	1987	48.478953	-123.059878
624	MHP	418370	Sargassum muticum	2012	48.46121	-122.975733
625	MHP	415865	Sargassum muticum	1963	48.456402	-122.995341
626	MHP	415866	Sargassum muticum	1962	48.456402	-122.995341
627	MHP	64970	Sargassum muticum	1965	48.450788	-122.964417
628	GBIF	1988704679	Sargassum muticum (Yendo) Fensholt	1965	48.450788	-122.964417
629	GBIF	1987716133	Sargassum muticum (Yendo) Fensholt	1971	48.4	-123.7
630	GBIF	1987715809	Sargassum muticum (Yendo) Fensholt	1968	48.4	-123.7
631	GBIF	1987710363	Sargassum muticum (Yendo) Fensholt	1960	48.4	-123.4
632	GBIF	1987707285	Sargassum muticum (Yendo) Fensholt	1968	48.4	-123.7
633	GBIF	1987692268	Sargassum muticum (Yendo) Fensholt	1979	48.4	-123.7
634	GBIF	1987688806	Sargassum muticum (Yendo) Fensholt	1968	48.4	-123.7
635	GBIF	1987680711	Sargassum muticum (Yendo) Fensholt	1968	48.4	-123.7
636	GBIF	1987673556	Sargassum muticum (Yendo) Fensholt	1968	48.4	-123.7
637	GBIF	1987650835	Sargassum muticum (Yendo) Fensholt	1979	48.4	-123.7
638	GBIF	1987708929	Sargassum muticum (Yendo) Fensholt	1957	48.39	-123.65
639	GBIF	1987706562	Sargassum muticum (Yendo) Fensholt	1957	48.39	-123.65
640	MHP	617529	Sargassum muticum	1979	48.366468	-123.756685
641	MHP	1040953	Sargassum muticum	1971	48.3539083	-123.7342083
642	GBIF	2013236968	Sargassum muticum (Yendo) Fensholt	1971	48.353908	-123.734208
643	MHP	742842	Sargassum muticum	1988	48.319755	-124.689197
644	GBIF	1821756322	Sargassum muticum Yendo	1955	48.31	-123.01
645	GBIF	1987710368	Sargassum muticum (Yendo) Fensholt	1981	48.3	-123.1
646	GBIF	1987703527	Sargassum muticum (Yendo) Fensholt	1959	48.3	-124.2
647	GBIF	1987703343	Sargassum muticum (Yendo) Fensholt	1959	48.3	-124.2
648	MHP	440023	Sargassum muticum	1963	48.264905	-122.745038
649	MHP	755954	Sargassum muticum	1969	48.165908	-124.733269
650	GBIF	1270727202	Sargassum muticum (Yendo) Fensholt	1969	48.165908	-124.733269
651	MHP	899272	Sargassum muticum	1970	48.004672	-122.401795
652	MHP	427147	Sargassum muticum	1974	47.845439	-124.551572
653	MHP	418371	Sargassum muticum	1954	47.793818	-122.858521
654	MHP	415879	Sargassum muticum	1964	47.693986	-122.405686
655	MHP	617607	Sargassum muticum	1964	47.692952	-122.403789
656	MHP	617605	Sargassum muticum	1985	47.691989	-122.403713
657	GBIF	1930344706	Sargassum muticum (Yendo) Fensholt	1963	47.691297	-122.404647
658	MHP	440024	Sargassum muticum	1963	47.690699	-122.407007
659	MHP	617602	Sargassum muticum	1977	47.660689	-122.418313
660	MHP	617604	Sargassum muticum	1963	47.647879	-122.533836
661	MHP	440026	Sargassum muticum	1963	47.645962	-122.540817
662	MHP	588713	Sargassum muticum	1966	47.645902	-122.922998
663	MHP	440022	Sargassum muticum	1963	47.64306	-122.54111
664	MHP	427146	Sargassum muticum	1974	47.600082	-124.37337
665	MHP	440027	Sargassum muticum	1963	47.59556	-122.50694
666	GBIF	1929794176	Sargassum muticum (Yendo) Fensholt	1963	47.583708	-122.47903
667	MHP	617499	Sargassum muticum	1976	47.576611	-122.548245
668	MHP	515756	Sargassum muticum	0	47.482042	-122.48374
669	MHP	696108	Sargassum muticum	1967	47.238589	-122.563435
670	MHP	440120	Sargassum muticum	1978	47.237724	-122.711062
671	MHP	64961	Sargassum muticum	1967	47.185397	-122.940756
672	GBIF	1989302103	Sargassum muticum (Yendo) Fensholt	1967	47.185397	-122.940756
673	MHP	898951	Sargassum muticum	2007	47.185096	-122.939866
674	MHP	899049	Sargassum muticum	1968	47.185096	-122.939866
675	MHP	899153	Sargassum muticum	2008	47.185096	-122.939866
676	MHP	440025	Sargassum muticum	1963	47.17	-122.60139
677	MHP	64143	Sargassum muticum	1954	46.559618	-123.998933
678	MHP	440064	Sargassum muticum	2000	46.499437	-124.030503
679	MHP	454716	Sargassum muticum	1991	46.04646	-1.40273
680	GBIF	2013234624	Sargassum muticum (Yendo) Fensholt	1972	45.802739	-123.968425
681	MHP	1038587	Sargassum muticum	1972	45.8027389	-123.968425
682	GBIF	2306540853	Sargassum muticum (Yendo) Fensholt	2011	45.44	12.35
683	MHP	1005701	Sargassum muticum	2009	45.438611	12.326667
684	MHP	1005702	Sargassum muticum	2009	45.438611	12.326667
685	MHP	734980	Sargassum muticum	1975	45.402325	-123.945681
686	MHP	742843	Sargassum muticum	1984	45.338099	-123.992044
687	MHP	1037858	Sargassum muticum	1972	45.00000005	-123.0000001
688	GBIF	2013233850	Sargassum muticum (Yendo) Fensholt	1972	45	-123
689	MHP	696107	Sargassum muticum	1967	44.67475	-124.081313
690	MHP	696109	Sargassum muticum	1967	44.67475	-124.081313
691	MHP	734994	Sargassum muticum	1963	44.627396	-124.054736
692	MHP	734993	Sargassum muticum	1963	44.625728	-124.056978
693	MHP	734970	Sargassum muticum	1963	44.624934	-124.04727
694	MHP	734974	Sargassum muticum	1963	44.624934	-124.04727
695	MHP	734998	Sargassum muticum	1966	44.624934	-124.04727
696	MHP	734977	Sargassum muticum	1978	44.62422	-124.059028
697	MHP	734978	Sargassum muticum	1978	44.62422	-124.059028
698	MHP	734979	Sargassum muticum	1978	44.62422	-124.059028
699	MHP	734958	Sargassum muticum	1978	44.621772	-124.043846
700	MHP	742827	Sargassum muticum	1981	44.617053	-124.04212
701	MHP	734961	Sargassum muticum	1974	44.615489	-124.027555
702	MHP	441951	Sargassum muticum	1966	44.613734	-124.028183
703	MHP	734983	Sargassum muticum	1963	44.613674	-124.029246
704	MHP	754985	Sargassum muticum	1964	44.611568	-124.074496
705	MHP	733500	Sargassum muticum	0	44.611049	-124.07514
706	MHP	734959	Sargassum muticum	1963	44.611049	-124.07514
707	MHP	734960	Sargassum muticum	1963	44.611049	-124.07514
708	MHP	734973	Sargassum muticum	1968	44.611049	-124.07514
709	MHP	735005	Sargassum muticum	1976	44.611049	-124.07514
710	MHP	735006	Sargassum muticum	1965	44.611049	-124.07514
711	MHP	734997	Sargassum muticum	1963	44.607668	-124.022062
712	MHP	734996	Sargassum muticum	1963	44.584743	-124.017314
713	MHP	734971	Sargassum muticum	1966	44.287065	-124.11512
714	MHP	734968	Sargassum muticum	1979	44.27762	-124.114286
715	MHP	734969	Sargassum muticum	1979	44.27762	-124.114286
716	MHP	735004	Sargassum muticum	1963	44.253903	-124.111752
717	GBIF	211617222	Sargassum muticum (Yendo) Fensholt	1988	43.639999	-5.81
718	GBIF	211617221	Sargassum muticum (Yendo) Fensholt	1988	43.639999	-5.81
719	GBIF	211617220	Sargassum muticum (Yendo) Fensholt	1988	43.639999	-5.81
720	GBIF	211617219	Sargassum muticum (Yendo) Fensholt	1988	43.639999	-5.81
