species,longitude,latitude
dasysiphonia_japonica,-117.274204,32.84727
dasysiphonia_japonica,129.969722,33.4425
dasysiphonia_japonica,132.175,33.775
dasysiphonia_japonica,139.485402,34.102057
dasysiphonia_japonica,-119.952774,34.422222
dasysiphonia_japonica,138.833333,34.633333
dasysiphonia_japonica,138.833333,34.633333
dasysiphonia_japonica,138.148127,34.648144
dasysiphonia_japonica,136.92887,34.708256
dasysiphonia_japonica,136.930586,34.711854
dasysiphonia_japonica,136.92578,34.712419
dasysiphonia_japonica,140.405649,35.250561
dasysiphonia_japonica,139.48271,35.302538
dasysiphonia_japonica,139.48271,35.302538
dasysiphonia_japonica,139.510742,35.305117
dasysiphonia_japonica,139.662422,35.458697
dasysiphonia_japonica,-121.694904,36.176091
dasysiphonia_japonica,133.240792,36.186944
dasysiphonia_japonica,-121.943011,36.521906
dasysiphonia_japonica,-121.927177,36.523573
dasysiphonia_japonica,-121.93236,36.52847
dasysiphonia_japonica,-121.934509,36.532812
dasysiphonia_japonica,-121.934509,36.532812
dasysiphonia_japonica,-121.92909,36.534902
dasysiphonia_japonica,-121.939144,36.540122
dasysiphonia_japonica,-121.94743,36.542778
dasysiphonia_japonica,-121.929749,36.546199
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930002,36.547932
dasysiphonia_japonica,-121.930409,36.550377
dasysiphonia_japonica,-121.930635,36.552969
dasysiphonia_japonica,-121.94155,36.56494
dasysiphonia_japonica,-121.913902,36.591418
dasysiphonia_japonica,-121.952237,36.608616
dasysiphonia_japonica,-121.891339,36.608982
dasysiphonia_japonica,-121.89194,36.60912
dasysiphonia_japonica,-121.94722,36.61
dasysiphonia_japonica,-121.948976,36.610373
dasysiphonia_japonica,-121.879372,36.618904
dasysiphonia_japonica,-121.879372,36.618904
dasysiphonia_japonica,-121.90436,36.621568
dasysiphonia_japonica,-121.94043,36.624137
dasysiphonia_japonica,141.4,41.133333
dasysiphonia_japonica,141.4,41.133333
dasysiphonia_japonica,-72.760375,41.242041
dasysiphonia_japonica,-72.145698,41.306165
dasysiphonia_japonica,-72.171806,41.308472
dasysiphonia_japonica,-71.8630556,41.3105556
dasysiphonia_japonica,-71.863111,41.310611
dasysiphonia_japonica,-72.090694,41.311583
dasysiphonia_japonica,-72.195467,41.321339
dasysiphonia_japonica,-71.803806,41.322667
dasysiphonia_japonica,-71.335607,41.478158
dasysiphonia_japonica,-70.67361,41.52639
dasysiphonia_japonica,-70.635361,41.537861
dasysiphonia_japonica,-70.62503,41.737518
dasysiphonia_japonica,-70.62503,41.737518
dasysiphonia_japonica,-70.626495,41.73891
dasysiphonia_japonica,-70.503214,41.771395
dasysiphonia_japonica,-70.503296,41.773457
dasysiphonia_japonica,-70.503296,41.773457
dasysiphonia_japonica,-70.557809,41.930938
dasysiphonia_japonica,-70.628425,41.946421
dasysiphonia_japonica,-70.650037,42.085658
dasysiphonia_japonica,-70.641148,42.086214
dasysiphonia_japonica,-70.641148,42.091769
dasysiphonia_japonica,130.94722,42.563855
dasysiphonia_japonica,-70.632822,42.673706
dasysiphonia_japonica,-70.632822,42.673706
dasysiphonia_japonica,-70.756486,42.685459
dasysiphonia_japonica,-70.817552,42.843147
dasysiphonia_japonica,-68.954085,42.912627
dasysiphonia_japonica,-70.613498,42.975754
dasysiphonia_japonica,-70.613498,42.975754
dasysiphonia_japonica,-70.611429,42.978385
dasysiphonia_japonica,-70.759535,42.985257
dasysiphonia_japonica,-70.748246,43.000668
dasysiphonia_japonica,-70.748385,43.001479
dasysiphonia_japonica,-70.731974,43.016709
dasysiphonia_japonica,-70.712013,43.042712
dasysiphonia_japonica,-70.719988,43.052011
dasysiphonia_japonica,-70.719988,43.052011
dasysiphonia_japonica,-70.899265,43.052421
dasysiphonia_japonica,-70.712429,43.058681
dasysiphonia_japonica,-70.712429,43.058681
dasysiphonia_japonica,-70.691924,43.06629
dasysiphonia_japonica,-70.835929,43.067792
dasysiphonia_japonica,-70.69209,43.068682
dasysiphonia_japonica,-70.862751,43.069077
dasysiphonia_japonica,-70.883218,43.069791
dasysiphonia_japonica,-70.876355,43.070931
dasysiphonia_japonica,-70.872321,43.070931
dasysiphonia_japonica,-70.877643,43.071558
dasysiphonia_japonica,-70.709751,43.07172
dasysiphonia_japonica,-70.711712,43.071879
dasysiphonia_japonica,-70.870948,43.073059
dasysiphonia_japonica,-70.906245,43.073969
dasysiphonia_japonica,-70.906245,43.073969
dasysiphonia_japonica,-70.909835,43.074194
dasysiphonia_japonica,-70.909835,43.074194
dasysiphonia_japonica,-70.748108,43.076755
dasysiphonia_japonica,-70.748108,43.076755
dasysiphonia_japonica,-70.748108,43.076755
dasysiphonia_japonica,-70.91941,43.076916
dasysiphonia_japonica,-70.859919,43.077804
dasysiphonia_japonica,-70.863266,43.082482
dasysiphonia_japonica,-70.863266,43.082482
dasysiphonia_japonica,-70.871817,43.086607
dasysiphonia_japonica,-70.866168,43.089746
dasysiphonia_japonica,-70.866168,43.089809
dasysiphonia_japonica,-70.866168,43.089809
dasysiphonia_japonica,-70.866168,43.089809
dasysiphonia_japonica,-70.862653,43.091286
dasysiphonia_japonica,-70.8646,43.092201
dasysiphonia_japonica,-70.864785,43.092251
dasysiphonia_japonica,-70.864785,43.092251
dasysiphonia_japonica,-70.867442,43.092478
dasysiphonia_japonica,-70.867327,43.095137
dasysiphonia_japonica,-70.860971,43.105608
dasysiphonia_japonica,-70.827568,43.11916
dasysiphonia_japonica,-70.827653,43.119935
dasysiphonia_japonica,-70.827653,43.119935
dasysiphonia_japonica,-70.8298,43.120961
dasysiphonia_japonica,-70.858946,43.121198
dasysiphonia_japonica,-70.855406,43.121361
dasysiphonia_japonica,-70.827767,43.121721
dasysiphonia_japonica,-70.829059,43.122527
dasysiphonia_japonica,-70.829059,43.122527
dasysiphonia_japonica,-70.829059,43.122527
dasysiphonia_japonica,-70.829059,43.122527
dasysiphonia_japonica,-70.870982,43.124438
dasysiphonia_japonica,-70.841723,43.126475
dasysiphonia_japonica,-70.841723,43.126475
dasysiphonia_japonica,-70.841723,43.126475
dasysiphonia_japonica,-70.922221,43.129483
dasysiphonia_japonica,-70.848668,43.129531
dasysiphonia_japonica,-70.887308,43.137883
dasysiphonia_japonica,-70.838372,43.138085
dasysiphonia_japonica,-70.61699,43.163834
dasysiphonia_japonica,-70.61699,43.163834
dasysiphonia_japonica,-70.901501,43.204888
dasysiphonia_japonica,-70.333659,43.456475
dasysiphonia_japonica,-70.216007,43.609262
dasysiphonia_japonica,-70.216007,43.609262
dasysiphonia_japonica,-70.105341,43.820698
dasysiphonia_japonica,141.243056,45.180556
dasysiphonia_japonica,-122.842815,48.318969
dasysiphonia_japonica,-122.924344,48.440933
dasysiphonia_japonica,-131.726051,55.362768
dasysiphonia_japonica,11.52625,58.29601
dasysiphonia_japonica,137.04071,36.93383
dasysiphonia_japonica,11.49396,58.27129
dasysiphonia_japonica,11.47071,58.2613
dasysiphonia_japonica,11.386,58.26128
dasysiphonia_japonica,11.76883,58.07788
dasysiphonia_japonica,11.52625,58.29601
dasysiphonia_japonica,11.52585,58.29708
dasysiphonia_japonica,11.33504,58.28556
dasysiphonia_japonica,11.386,58.26128
dasysiphonia_japonica,11.37199,58.24367
dasysiphonia_japonica,11.37823,58.25097
dasysiphonia_japonica,134.054,34.403
dasysiphonia_japonica,11.37199,58.24367
dasysiphonia_japonica,11.54675,58.31439
dasysiphonia_japonica,11.79902,58.10665
dasysiphonia_japonica,11.33504,58.28556
dasysiphonia_japonica,11.342067,58.210117
dasysiphonia_japonica,11.13207,58.36297
dasysiphonia_japonica,11.6659,57.95744
dasysiphonia_japonica,11.378217,58.250967
dasysiphonia_japonica,11.80819,58.10199
dasysiphonia_japonica,140.935364,41.574361
dasysiphonia_japonica,11.7785,58.06145
dasysiphonia_japonica,11.50479,58.27868
dasysiphonia_japonica,11.33117,58.29878
dasysiphonia_japonica,11.386,58.26128
dasysiphonia_japonica,11.335033,58.28555
dasysiphonia_japonica,132.123,33.4167
dasysiphonia_japonica,11.37823,58.25097
dasysiphonia_japonica,11.13148,58.36297
dasysiphonia_japonica,11.79511,58.09397
dasysiphonia_japonica,11.331167,58.298767
dasysiphonia_japonica,11.79511,58.09397
dasysiphonia_japonica,11.34208,58.21012
dasysiphonia_japonica,11.77934,58.0633
dasysiphonia_japonica,135.16027,34.331666
dasysiphonia_japonica,138.23472,34.60138
dasysiphonia_japonica,11.54892,57.92798
dasysiphonia_japonica,130.026951,32.529907
dasysiphonia_japonica,130.294515,32.547283
dasysiphonia_japonica,129.754169,32.582923
dasysiphonia_japonica,132.326825,33.498735
dasysiphonia_japonica,132.326825,33.498735
dasysiphonia_japonica,132.326825,33.498735
dasysiphonia_japonica,132.326825,33.498735
dasysiphonia_japonica,132.328329,33.500197
dasysiphonia_japonica,130.463657,33.787225
dasysiphonia_japonica,130.442487,33.818257
dasysiphonia_japonica,130.442487,33.818257
dasysiphonia_japonica,132.689926,33.835233
dasysiphonia_japonica,130.52615,33.884871
dasysiphonia_japonica,130.678447,33.926481
dasysiphonia_japonica,132.547441,34.173797
dasysiphonia_japonica,133.223379,34.260899
dasysiphonia_japonica,132.313402,34.264873
dasysiphonia_japonica,132.307083,34.271029
dasysiphonia_japonica,132.461546,34.344987
dasysiphonia_japonica,132.462404,34.345272
dasysiphonia_japonica,132.462404,34.345272
dasysiphonia_japonica,132.462404,34.345272
dasysiphonia_japonica,132.462404,34.345272
dasysiphonia_japonica,132.462404,34.345272
dasysiphonia_japonica,132.462404,34.345272
dasysiphonia_japonica,132.462404,34.345272
dasysiphonia_japonica,132.462404,34.345272
dasysiphonia_japonica,132.461236,34.345589
dasysiphonia_japonica,132.426303,34.353711
dasysiphonia_japonica,132.427191,34.362722
dasysiphonia_japonica,136.554202,34.371206
dasysiphonia_japonica,136.916535,34.37325
dasysiphonia_japonica,136.916535,34.37325
dasysiphonia_japonica,134.89842,34.375163
dasysiphonia_japonica,134.294024,34.469317
dasysiphonia_japonica,134.199216,34.502273
dasysiphonia_japonica,134.199216,34.502273
dasysiphonia_japonica,134.199216,34.502273
dasysiphonia_japonica,136.775086,34.522919
dasysiphonia_japonica,138.220994,34.59996
dasysiphonia_japonica,138.220994,34.59996
dasysiphonia_japonica,138.220994,34.59996
dasysiphonia_japonica,138.220994,34.59996
dasysiphonia_japonica,138.970978,34.660771
dasysiphonia_japonica,138.944245,34.680051
dasysiphonia_japonica,139.599077,35.143784
dasysiphonia_japonica,140.408131,35.24557
dasysiphonia_japonica,139.374554,35.289777
dasysiphonia_japonica,139.374554,35.289777
dasysiphonia_japonica,139.480641,35.298456
dasysiphonia_japonica,139.480641,35.298456
dasysiphonia_japonica,139.481041,35.298929
dasysiphonia_japonica,139.480427,35.299218
dasysiphonia_japonica,139.480773,35.299687
dasysiphonia_japonica,139.480913,35.299804
dasysiphonia_japonica,139.508487,35.304299
dasysiphonia_japonica,140.232689,35.514765
